WholesellerId,TasteQuality,price,Ratings,Quantity,City,Latitude,Longitude,Address
290,3,160,2,9800,Kalutara,6.57932,79.96476,"Mankada, Bombuwala, Kalutara South"
291,3,120,3,6900,Kalutara,6.57932,79.96476,"Thudugala Junction, Dodangoda"
292,2,130,3,4500,Kalutara,6.57932,79.96476,"Sapugahawatta, Dodangoda"
293,1,120,2,15000,Kalutara,6.57932,79.96476,"45, Panadura Rd, Horana"
294,2,144,2,4500,Kalutara,6.57932,79.96476,"464/A2, Maharama Rd,
Moragahahena, Millawa"
295,3,140,2,6500,Kalutara,6.57932,79.96476,"Gonapola Juntion, Gonapola"
296,1,158,2,150000,Kalutara,6.57932,79.96476,"Singhapura Udyanaya, Waulugala,
Munugama, Horana"
297,2,123,2,25000,Kalutara,6.57932,79.96476,"718/17,Koralaima Juntion,Gonapala"
298,3,132,3,7000,Kalutara,6.57932,79.96476,"54/1, Ratnapura Rd, Horana"
299,3,123,3,25000,Kalutara,6.57932,79.96476,"52, Panadura Rd, Horana"
300,2,132,2,7000,Kalutara,6.57932,79.96476,"95, Ratnapura Rd, Horana"
301,1,142,1,20000,Kalutara,6.57932,79.96476,"34, Panadura Rd,Horana"
302,2,146,2,45000,Kalutara,6.57932,79.96476,"Veediyagoda, Bandaragama"
303,3,158,3,6000,Kalutara,6.57932,79.96476,"No2, Gonapala
Junction,Horana"
304,1,154,3,5000,Kalutara,6.57932,79.96476,"07, Town road, Horana"
305,2,147,3,7000,Kalutara,6.57932,79.96476,"Horana Rd, Moragahahena"
306,1,123,2,5200,Kalutara,6.57932,79.96476,"24/2, Itigodawatta, Wewala, Horana"
307,1,159,3,4500,Kalutara,6.57932,79.96476,"113/1/1, Anguruwathota Rd, Horana"
308,3,148,2,7000,Kalutara,6.57932,79.96476,"Temple Junction, Kumbuka
East,Gonapola Junction"
309,2,190,2,6500,Kalutara,6.57932,79.96476,"No.192/B Moragahahena,Millawa"
310,2,128,2,8500,Kalutara,6.57932,79.96476,"83, Panadura Rd, Ingiriya"
311,2,145,2,4600,Kalutara,6.57932,79.96476,"Rathnapura Rd, Pooruwadanda"
312,3,146,3,25000,Kalutara,6.57932,79.96476,"No. 57, Padukka Road, Ingiriya"
313,3,142,2,7000,Kalutara,6.57932,79.96476,"Handapangoda Junction,
Handapangoda"
314,2,135,3,6500,Kalutara,6.57932,79.96476,"40/1,Udaya Buiilding,1st Lane,
Panadura Rd,Ingiriya"
315,2,139,3,25000,Kalutara,6.57932,79.96476,"26, Padukka Rd, Ingiriya"
316,2,180,3,35000,Kalutara,6.57932,79.96476,"2, Nagoda Rd, Katukurunda Juntion,
Kalutara"
317,3,175,3,6500,Kalutara,6.57932,79.96476,"407, Horana Rd, Kalutara North"
318,3,140,3,5000,Kalutara,6.57932,79.96476,"47/1, Station Rd, Kalutara South"
319,1,148,2,4500,Kalutara,6.57932,79.96476,"362/2, Galle Rd, Kalutara South"
320,2,155,3,20000,Kalutara,6.57932,79.96476,"8, South Sumangala Rd, Kalutara North"
321,3,158,3,40000,Kalutara,6.57932,79.96476,"Pabasara, Godaparagaha, Kalutara
South"
322,1,159,3,60000,Kalutara,6.57932,79.96476,"Sulalitha, 158C, Galle Rd, Kalutara
North"
323,2,150,3,8000,Kalutara,6.57932,79.96476,"6B, Kurunduwatta, Ganima,
Dodangoda"
324,2,153,2,4000,Kalutara,6.57932,79.96476,"Nagoda ,Kalutara"
325,2,123,2,6000,Kalutara,6.57932,79.96476,"195, Galle Rd, Kaluthara"
326,1,140,2,48000,Kalutara,6.57932,79.96476,"39A,Sarananda Mw,Kaluthara"
327,2,123,2,100000,Kalutara,6.57932,79.96476,"49, Sarananda Mw, Kalutara"
328,3,158,3,5000,Kalutara,6.57932,79.96476,"17A,Gnanodaya Mawatha,Kaluthara
South"
329,3,156,2,30000,Kalutara,6.57932,79.96476,"97,Galle Rd, Kaluthara South"
330,2,144,2,4000,Kalutara,6.57932,79.96476,"Pangirimanna Watta, Duva Temple
Road, Kaluthara South"
331,3,123,3,2000,Kalutara,6.57932,79.96476,"Pansala Hundiya, Warakagoda"
332,1,158,2,4500,Kalutara,6.57932,79.96476,"Keselhenawa, Dobagoda, Horana"
333,2,156,1,4600,Kalutara,6.57932,79.96476,"Kalutara Rd, Yala, Anguruwatota"
334,3,125,2,8000,Kalutara,6.57932,79.96476,"Alawaththahena,Anguruwathota"
335,1,148,2,12000,Kalutara,6.57932,79.96476,"114,Kaluthara Rd,Mathugama"
336,2,156,2,4000,Kalutara,6.57932,79.96476,"38, Agalawatta Rd, Mathugama"
337,2,145,2,6500,Kalutara,6.57932,79.96476,"38/A, Aluthgama Rd, Mathugama"
338,1,156,3,5500,Kalutara,6.57932,79.96476,"Payagala Rd, Yatadolawatta,
Mathugama"
339,2,126,3,5600,Kalutara,6.57932,79.96476,"No 12,Jagatha rd, Matugama"
340,3,136,2,4200,Colombo,6.927547,79.84841,"9 Alwis Pl, Colombo 01300"
341,2,125,3,6500,Colombo,6.927547,79.84841,"Deepaduttaramaya, Kotahena St, Colombo 01300"
342,3,185,3,7800,Colombo,6.927547,79.84841,"80 College St, Colombo 01300"
343,1,147,3,7900,Colombo,6.927547,79.84841,"182 George R. De Silva Mawatha, Colombo 01300"
344,2,146,2,9700,Colombo,6.927547,79.84841,"99, Sri, Sumithrarama Mawatha, Colombo"
345,3,145,3,5800,Colombo,6.927547,79.84841,"110, 7 De La Salle St, Colombo"
346,1,142,3,6500,Colombo,6.927547,79.84841,"171 Muthuwella Mawatha, Colombo 01500"
347,1,125,3,6900,Colombo,6.927547,79.84841,"300/B/1, Gonamaditta rd, Kesbewa,
Piliyandala."
348,2,158,2,8800,Colombo,6.927547,79.84841,"C -8, Police Flats, Thimbirigasyaya, Colombo
05"
349,2,153,2,4800,Colombo,6.927547,79.84841,"12, Ransivi Lane, Bambalapitiya"
350,3,156,2,5800,Colombo,6.927547,79.84841,"63, Polduwawaththa, Madapatha, Piliyandala"
351,3,125,3,6800,Colombo,6.927547,79.84841,"75/10/C, Jothihikarama Rd, Kalalgoda"
352,2,148,2,4600,Colombo,6.927547,79.84841,"36/F/11 Peramuna Mv, Eldeniya, Kadawatha"
353,1,147,3,10000,Colombo,6.927547,79.84841,"39/64, Nelson Lane, Colombo 03"
354,3,159,2,6000,Colombo,6.927547,79.84841,"7/16, Galwala road, Mirihana, nugegoda"
355,1,162,3,6100,Colombo,6.927547,79.84841,"7/16, Galwala road, Mirihana, nugegoda"
356,2,168,1,5000,Colombo,6.927547,79.84841,"37/1/G, Gangarama Rd, Werahara,
Boralesgamuwa"
357,3,165,3,7800,Colombo,6.927547,79.84841,"23 B, Dehiwala Road, Pepiliyana"
358,1,134,3,9800,Colombo,6.927547,79.84841,"39/105, Nelson lane, Colombo 03."
359,1,125,2,9000,Colombo,6.927547,79.84841,"227/27 Gamunu Mv, Wattegedara Rd,
Maharagama"
360,2,146,2,5600,Colombo,6.927547,79.84841,"Apt 404, Fairway Residencies, Buthgamuwa
road, Rajagiriya"
361,3,135,2,4000,Colombo,6.927547,79.84841,"575/C, Mankada Road, Kadawatha"
362,1,135,2,5900,Colombo,6.927547,79.84841,"C 2/2, Anderson Golf Links, Colombo -06."
363,1,132,2,7900,Colombo,6.927547,79.84841,"50, School lane, Colombo 03"
364,3,133,1,4900,Colombo,6.927547,79.84841,"SLAF Base, Ratmalana"
365,1,122,2,20000,Colombo,6.927547,79.84841,"83, St Anthony's Mw, Col 03"
366,1,155,3,4500,Colombo,6.927547,79.84841,"7/2, Quarry Rd, 1st Lane, Mirihana, Nugegoda"
367,2,166,3,7800,Colombo,6.927547,79.84841,"14, Rajapakse Mawatha, Horton Place,
Colombo 07"
368,3,177,2,6500,Colombo,6.927547,79.84841,"134/9, Jaya Mawatha Katuwawala"
369,3,123,3,15000,Colombo,6.927547,79.84841,"165/19, Sri Saddharmarama Mv, Col.5"
370,2,125,3,7500,Colombo,6.927547,79.84841,"116/8A, Raja maha Vihara Road, Col3"
371,3,127,3,6000,Colombo,6.927547,79.84841,"C/F.4/A GSQ, Guwanpura, Borella."
372,1,138,2,9000,Colombo,6.927547,79.84841,"31/13, St Anthony's Mw, Col 03"
373,2,140,2,18000,Colombo,6.927547,79.84841,"165/19, Sri Saddharmarama Mv, Col.5"
374,3,128,3,25000,Colombo,6.927547,79.84841,"87, St Micheals Road, Colombo 03"
375,1,145,3,4000,Colombo,6.927547,79.84841,"30/1, Auburnside, Dehiwala"
376,1,125,3,5000,Colombo,6.927547,79.84841,"47/4, Baronthilakananda Mawatha,
Mulleriyawa"
377,2,148,3,4000,Colombo,6.927547,79.84841,"7/15, School Lane Gangodawila Nugegoda"
378,2,158,2,5200,Colombo,6.927547,79.84841,"3, Alfred House Gardens, Col.3"
379,3,187,2,8700,Colombo,6.927547,79.84841,"37, Haig Road, Bambalapitiya"
380,3,144,3,9800,Colombo,6.927547,79.84841,"108/A, Ehalape, Katuwawala, Boralesgamuwa"
381,3,155,1,6900,Galle,6.034098,80.21551,"Hiyare junction,Udugama Rd, Galle"
382,1,120,3,4900,Galle,6.034098,80.21551,"Sri Rathnajothi Mw, Waduwaththa,
Bataduwa, Galle"
383,2,140,2,6700,Galle,6.034098,80.21551,"131,Haliwalawatta, Bataduwa"
384,3,125,2,5000,Galle,6.034098,80.21551,"Thalagaha Junction, Akmeemana"
385,3,178,3,45000,Galle,6.034098,80.21551,"Thalagaha, Akmeemana"
386,1,187,2,9000,Galle,6.034098,80.21551,"Udugama Rd, Gonamulla"
387,2,150,3,10000,Galle,6.034098,80.21551,"Kumbukgaha Junction, Ganegoda,
Akmeemana, Galle"
388,2,168,2,7000,Galle,6.034098,80.21551,"Akuressa Rd,Meledagoda, Wanchawala,
Galle"
389,1,148,3,6500,Galle,6.034098,80.21551,"Thotagoda,Akmeemana"
390,2,123,3,25000,Galle,6.034098,80.21551,"Mahaliyadda,Milidduwa Junction,Galle"
391,2,159,3,4000,Galle,6.034098,80.21551,"No13, Kurunduwatta, Galle"
392,3,152,2,6000,Galle,6.034098,80.21551,"Ginigalthuduwa Junction, Walahanduwa"
393,1,154,3,8000,Galle,6.034098,80.21551,"Jeewani, Pinnaduwa, Walahanduwa"
394,1,128,3,6000,Galle,6.034098,80.21551,"Akuressa Rd,Pilana,Angulugaha"
395,1,148,2,26000,Galle,6.034098,80.21551,"691/B,Udugama
Rd,Anangoda,Valahanduwa,Galle"
396,2,155,1,7000,Galle,6.034098,80.21551,"New Rd, Ambalangoda"
397,3,147,2,8900,Galle,6.034098,80.21551,"37, New Rd, Ambalangoda"
398,2,159,2,5600,Galle,6.034098,80.21551,"Thambahitiya, Mitiyagoda"
399,2,155,3,4600,Galle,6.034098,80.21551,"409,Kuligoda Rd, Meetiyagoda"
400,1,150,2,25000,Galle,6.034098,80.21551,"Pollewwa, Batapola"
401,3,147,2,6500,Galle,6.034098,80.21551,"286,Main Street, Ambalangoda"
402,2,142,3,4500,Galle,6.034098,80.21551,"Aluthwaththa, Batapola"
403,3,190,2,8000,Galle,6.034098,80.21551,"Kahatapitiya, Batapola"
404,2,158,2,7900,Galle,6.034098,80.21551,"12A, Sri Pangyaloka Mw, Polwatta,
Ambalangoda"
405,2,150,2,4500,Galle,6.034098,80.21551,"No 1, Navagama,  Meetiyagoda"
406,1,140,3,150000,Galle,6.034098,80.21551,"Kuleegoda Rd, Meetiyagoda"
407,1,140,3,4800,Galle,6.034098,80.21551,"312/A,Main Rd,Ambalangoda"
408,3,123,3,5900,Galle,6.034098,80.21551,"Gotatuwa, Baddegama"
409,3,140,3,6500,Galle,6.034098,80.21551,"Galle Rd, Baddegama"
410,2,150,2,190000,Galle,6.034098,80.21551,"Nagoda Rd,Baddegama Town, Baddegama"
411,1,180,2,25000,Galle,6.034098,80.21551,"53/3, Lelkada, Ginimallagaha"
412,2,170,2,5000,Galle,6.034098,80.21551,"Beddegama Rd, Poddala, Galle"
413,2,140,2,5000,Galle,6.034098,80.21551,"Baddegama Town,Beddegama"
414,3,150,3,4800,Galle,6.034098,80.21551,"Baddegama Rd, Wanduramba"
415,3,159,3,4200,Galle,6.034098,80.21551,"Baddegama Rd, Wanduramba"
416,1,123,2,25000,Galle,6.034098,80.21551,"No 546, Ginimelaghana"
417,3,145,2,6500,Galle,6.034098,80.21551,"Rajapaksha Mawata, Ahungalla"
418,3,146,3,4800,Galle,6.034098,80.21551,"41, Mahakarawa, Balapitiya"
419,3,150,3,9600,Galle,6.034098,80.21551,"21, Galle Rd, Balapitiya"
420,2,125,2,4600,Galle,6.034098,80.21551,"20A, Balapitiya"
421,1,180,3,7800,Galle,6.034098,80.21551,"187, Andadola Junction, Wathugedara"
422,3,145,2,8700,Galle,6.034098,80.21551,"30/1 Up Stair, Galle Rd, Ahungalla"
423,2,125,1,6800,Galle,6.034098,80.21551,"Gonagalapura, Benthota"
424,1,147,3,4600,Galle,6.034098,80.21551,"Pilekumbura, Miriswatta, Bentota"
425,1,159,2,5600,Galle,6.034098,80.21551,"644, Bogahawatta, Mahainduruwa,
Induruwa"
426,2,123,2,5800,Galle,6.034098,80.21551,",Miriswatta,Benthota"
427,3,156,3,5700,Galle,6.034098,80.21551,"Gonagalapura, Bentota"
428,2,142,2,4800,Galle,6.034098,80.21551,"Siridhamma Mw, Labuduwa, Galle"
429,2,145,2,5200,Galle,6.034098,80.21551,"172, Woodwad Mawatha, Galle"
430,1,125,2,6300,Galle,6.034098,80.21551,"No 34, Shopping Complex, Labuduwa"
431,1,160,2,25000,Galle,6.034098,80.21551,"Labuduwa Rd,Karapitiya, Galle"
432,2,147,2,26000,Galle,6.034098,80.21551,"29/A, Baddegama Rd, Hirimbura, Galle"
433,2,123,3,4500,Galle,6.034098,80.21551,"70B V C, Kalegana,Galle"
434,1,120,2,4700,Galle,6.034098,80.21551,"311C, Moris Rd,Labuduwa, Galle"
435,1,145,3,5900,Galle,6.034098,80.21551,"Arachchiwaththa, Wakwella, Galle"
436,3,125,1,6500,Galle,6.034098,80.21551,"Poddala Juntion, Poddala"
437,2,123,2,6900,Galle,6.034098,80.21551,"No19, Hapugala Junction,
Wakwella, Galle"
438,3,126,2,9600,Galle,6.034098,80.21551,"Siridhamma College, Galle"
439,1,145,2,4900,Galle,6.034098,80.21551,"Leela Courtage,Godakanda,Galle"
440,2,159,3,5000,Galle,6.034098,80.21551,"No 06,Ambalangoda Rd,Elpitiya"
441,3,156,3,15000,Galle,6.034098,80.21551,"Kurundugaha, Elpitiya"
442,1,147,2,45000,Galle,6.034098,80.21551,"16, Bus Stand, 1st floor, Elpitiya"
443,2,158,3,6000,Galle,6.034098,80.21551,"370/14/1,Atakohota, Nawadagala,Elpitiya"
444,3,120,1,15000,Galle,6.034098,80.21551,"643/B, Colombo Rd, Gintota"
445,3,152,3,4000,Galle,6.034098,80.21551,"201,Wakwella Rd,Galle"
446,2,155,2,8000,Galle,6.034098,80.21551,"20A,Udugama Rd,Makuluwa,Galle"
447,1,155,3,6000,Galle,6.034098,80.21551,"222/D, Wakwella Rd, Galle"
448,1,150,2,4000,Galle,6.034098,80.21551,"12, 1st floor,City View Shopping Complex,
Talbet Town, Galle"
449,2,145,3,5000,Galle,6.034098,80.21551,"123B, Havlok Rd, Galle"
450,1,159,3,7000,Galle,6.034098,80.21551,"45,Colombo Road, Kaluwella, Galle"
451,1,156,2,36000,Galle,6.034098,80.21551,"17, Orappawatta , Galle"
452,1,123,3,7000,Galle,6.034098,80.21551,"214C,Sri Priyarathana
Mawatha,Kalegana,Galle"
453,2,158,2,29000,Galle,6.034098,80.21551,"15, Wakwella Rd, Galle"
454,2,156,3,45000,Galle,6.034098,80.21551,"14, Bus Stand, Galle"
455,3,165,2,6500,Galle,6.034098,80.21551,"Tablet Town, Galle"
456,1,145,2,7500,Galle,6.034098,80.21551,"49 1/1,Akuressa Rd,Katugoda Galle"
457,3,155,3,79000,Galle,6.034098,80.21551,"327/5/1, Sarentukade Junction, Galle"
458,1,178,2,420000,Galle,6.034098,80.21551,"83/A, Sri Dewamiththa Rd, Galle"
459,2,185,3,20000,Galle,6.034098,80.21551,"Near Temple, Aluthwala, Ambalangoda"
460,1,165,2,5800,Galle,6.034098,80.21551,"Baddegama Rd, Gonapeenuwala"
461,2,145,3,6500,Galle,6.034098,80.21551,"Majuwana Junction, Gonapinuwala"
462,2,135,2,4800,Galle,6.034098,80.21551,"Station Rd, Ahangama"
463,1,144,2,5900,Galle,6.034098,80.21551,"Matara Rd, In  Front of Bus Stand
FronAhangama"
464,2,175,2,7400,Galle,6.034098,80.21551,"Samupakara Buildinng, Matara Rd,
Habaraduwa"
465,1,147,3,5900,Galle,6.034098,80.21551,"No 64, Matara Rd,
Habaraduwa"
466,3,154,2,5800,Galle,6.034098,80.21551,"47/1, Railway Road, Ahangama"
467,3,158,2,6000,Galle,6.034098,80.21551,"43, Imaduwa Rd, Piyadigama, Ahangama"
468,1,159,3,4500,Galle,6.034098,80.21551,"Eramudugaha Junction,Unawatuna"
469,1,156,3,7800,Galle,6.034098,80.21551,"Colombo Rd,Kumarakanda,Dodaduwa"
470,3,158,2,9600,Galle,6.034098,80.21551,"233, Galle Rd, Hikkaduwa"
471,2,153,3,25000,Galle,6.034098,80.21551,"Rathgama Junction, Rathgama"
472,3,147,2,6900,Galle,6.034098,80.21551,"Baddegama Rd, Hikkaduwa"
473,2,120,2,9800,Galle,6.034098,80.21551,"17, New Shopping Complex, Kumarakanda,
Dodanduwa"
474,3,158,2,8900,Galle,6.034098,80.21551,"Supper Shoping Complex, Near Bus Stand,
Hikkaduwa"
475,3,146,3,5800,Galle,6.034098,80.21551,"Super Shopping Complex, Near the Bus
Stand, Hikkaduwa"
476,2,150,3,9600,Galle,6.034098,80.21551,"Kumarakanda Junction, Kumarakanda,
Dodanduwa"
477,1,130,1,4600,Galle,6.034098,80.21551,"24, Baddegama Rd, Hikkaduwa"
478,2,160,2,4000,Galle,6.034098,80.21551,"Wikie Kariyawasam Mw, Delgahaduwa,
Dodanduwa"
479,1,150,2,4100,Galle,6.034098,80.21551,"Dalkada Junction, Boossa"
480,1,170,3,25000,Galle,6.034098,80.21551,"32/D, Baddegama Rd, Hikkaduwa"
481,3,180,3,7800,Galle,6.034098,80.21551,"144, Baddegama Rd, Kirahandigoda,
Hikkaduwa"
482,1,190,2,6000,Galle,6.034098,80.21551,"Near the Temple,Seenigama,Hikkaduwa"
483,2,145,3,5000,Galle,6.034098,80.21551,"Akuressa Rd.,Angulugaha"
484,2,126,1,4500,Galle,6.034098,80.21551,"Ahangama Rd, Imaduwa"
485,1,124,2,65000,Galle,6.034098,80.21551,"Bogahagoda, Angulugaha"
486,3,187,3,4800,Galle,6.034098,80.21551,"Andugoda Rd, Dikkumbura"
487,3,158,2,95000,Galle,6.034098,80.21551,"Saddathissa Mawatha, Imaduwa"
488,1,153,2,4500,Galle,6.034098,80.21551,"Akuressa Rd,Imaduwa"
489,2,133,3,5400,Galle,6.034098,80.21551,"258/3, Bogahagoda, Dorape, Angulugaha,
Galle"
490,1,144,2,65000,Galle,6.034098,80.21551,"No 91, Akuressa Rd, Imaduwa"
491,1,122,2,4500,Galle,6.034098,80.21551,"Maha Endanda, Karandeniya"
492,3,155,2,6500,Galle,6.034098,80.21551,"Dangahawila,Karandeniya"
493,2,166,3,25000,Galle,6.034098,80.21551,"Main Street, Uragasmanhandiya"
494,3,177,3,7800,Galle,6.034098,80.21551,"Maha Endanda, Karandeniya"
495,2,188,2,8700,Galle,6.034098,80.21551,"09, New Shoping Complex, Elpitiya
Rd,Uragasmanhandiya"
496,2,198,3,9000,Galle,6.034098,80.21551,"Kiripedda,Karandeniya"
497,2,147,2,20000,Galle,6.034098,80.21551,"Madakumbura, Karandeniya"
498,3,159,3,9000,Galle,6.034098,80.21551,"11,New Shopping
Complex,Mahaeathanda,Karandeniya"
499,1,156,2,4000,Galle,6.034098,80.21551,"Gonadeniya, Udugama, Galle"
500,1,146,3,500,Galle,6.034098,80.21551,"New Town, Thalgaswala, Galle"
501,1,158,1,6000,Galle,6.034098,80.21551,"Infront of Bus Stand, Mapalagama,
Ethumale"
502,2,147,2,8000,Galle,6.034098,80.21551,"Nagoda, Galle"
503,3,144,3,9000,Galle,6.034098,80.21551,"Hedillagoda, Ethumale, Galle"
504,2,155,2,5000,Galle,6.034098,80.21551,"Bar Junction,  Udugama"
505,3,166,2,4000,Galle,6.034098,80.21551,"Kadaweediya, Udugama, Galle"
506,1,177,2,12000,Galle,6.034098,80.21551,"No150, Bar Junction,Udugama"
507,2,147,3,13000,Galle,6.034098,80.21551,Nagoda Galle
508,3,155,3,15000,Galle,6.034098,80.21551,"Udugama Road, Neluwa, Galle"
509,3,121,2,5000,Galle,6.034098,80.21551,"Infront of Roundabout, Neluwa, Galle"
510,3,141,3,4000,Galle,6.034098,80.21551,"Pelawatta Rd, Neluwa"
511,2,156,2,5000,Galle,6.034098,80.21551,"Dellawa Rd,Neluwa"
512,3,178,2,6000,Galle,6.034098,80.21551,"Main Rd,Pitigala"
513,1,189,2,4500,Galle,6.034098,80.21551,"Pelawatta Rd, Pitigala"
514,1,159,2,7500,Galle,6.034098,80.21551,"""Somikalum"", Manampita, Thalgaswala"
515,1,156,2,5800,Galle,6.034098,80.21551,"Manampita, Thalgaswala"
516,3,146,1,9500,Galle,6.034098,80.21551,"Akuressa Rd, Opatha"
517,1,143,3,7800,Galle,6.034098,80.21551,"Sisira, Batahena, Thawalama"
518,2,129,2,9800,Galle,6.034098,80.21551,"Udugama Rd,Thawalama"
519,1,146,3,4500,Galle,6.034098,80.21551,"Baddegama Rd, Mollipothana Junction,
Ampegama"
520,2,156,2,6500,Galle,6.034098,80.21551,"Idigahawela,Kahaduwa"
521,3,126,2,25000,Galle,6.034098,80.21551,"New Shopping Complex, Yakkalamulla"
522,1,136,3,4500,Galle,6.034098,80.21551,"Makumbura, Kottawagama"
523,1,146,2,39000,Kandy,7.29659,80.63844,"252, Matale Rd, Akurana"
524,3,156,2,4500,Kandy,7.29659,80.63844,"825, Mathale Rd, Alawatugoda"
525,1,166,3,7800,Kandy,7.29659,80.63844,"1568, Mathale Rd, Alawathugoda"
526,2,176,2,8700,Kandy,7.29659,80.63844,"84, Main Street, Galaha"
527,2,186,3,9800,Kandy,7.29659,80.63844,"No.60 , Bopitiya Rd ,Delthota"
528,3,190,2,4500,Kandy,7.29659,80.63844,"79, Bopitiya Road, Deltota"
529,2,125,2,6500,Kandy,7.29659,80.63844,"36, Nawalapitiya Rd, Gampola"
530,1,147,3,6500,Kandy,7.29659,80.63844,"17, New Shoping Complex,
Kurunduwaththa, Kadaweediya"
531,1,185,1,15000,Kandy,7.29659,80.63844,"29, Galagedara Rd, Katugastota"
532,2,169,2,5000,Kandy,7.29659,80.63844,"7/B,Kurunegala Rd, Barigama, Werellagama"
533,3,158,2,6500,Kandy,7.29659,80.63844,"601, Gohagoda Rd, Katugasthota"
534,2,156,2,780,Kandy,7.29659,80.63844,"52/3, Wiguhumpola, Aladeniya,
Werellagama"
535,1,158,3,9800,Kandy,7.29659,80.63844,"104/5, Gohagoda Rd, Udumulla,
Katugastota"
536,2,189,3,4600,Kandy,7.29659,80.63844,"206/1, Madawala Rd, Katusgathota"
537,2,140,3,6400,Kandy,7.29659,80.63844,"Madawala, Harispattuwa"
538,3,158,3,4700,Kandy,7.29659,80.63844,"No 157/ C/4 , Peradeniya Rd, Haloluwa"
539,1,156,2,4800,Kandy,7.29659,80.63844,"48/A, Up Stairs, New Town, Katugasthota"
540,1,166,2,5500,Kandy,7.29659,80.63844,"Hiriyalagammana,Barigama"
541,2,161,3,4500,Kandy,7.29659,80.63844,"640, Sriyananda Bulding, Senarathgama,
Katugasthota"
542,3,158,2,6800,Kandy,7.29659,80.63844,"207, Kurunegala Rd, Nugawela,Kandy"
543,1,149,3,6900,Kandy,7.29659,80.63844,"92, Kandy Rd, Hatharaliyadda"
544,1,159,2,7900,Kandy,7.29659,80.63844,"Kandy Rd, Hatharaliyadda"
545,1,156,2,9700,Kandy,7.29659,80.63844,"328/2,Wewathenna,Ampitiya"
546,2,148,2,8900,Kandy,7.29659,80.63844,"51, Kotugodella Lane, Kandy"
547,2,136,1,7800,Kandy,7.29659,80.63844,"626/1/1,Peradeniya Rd,Kandy"
548,3,135,2,9800,Kandy,7.29659,80.63844,"L1-12, Kandy City Center, Kandy"
549,1,139,2,16000,Kandy,7.29659,80.63844,"7/1/1, Hill Street, Kandy"
550,1,158,2,200000,Kandy,7.29659,80.63844,"679, Arpico Super Center, Peradeniya Rd,
Kandy"
551,1,148,2,4000,Kandy,7.29659,80.63844,"119/2/2, D.S.Senanayake Rd, Kandy"
552,3,156,3,5000,Kandy,7.29659,80.63844,"49/1/1/,Madawala Rd,Nawayalathenna,
Katugasthota"
553,2,147,3,6000,Kandy,7.29659,80.63844,"185, Peradiya Rd, Kandy"
554,2,177,2,7000,Kandy,7.29659,80.63844,"12,
Lamagaraya Mw, Kandy"
555,2,175,2,8000,Kandy,7.29659,80.63844,"22, Yatinuwara Veediya, Kandy"
556,3,178,3,90000,Kandy,7.29659,80.63844,"250, Peradeniya Rd, Kandy"
557,1,179,2,10000,Kandy,7.29659,80.63844,"4, Power Station Rd, Kandy"
558,3,176,3,5800,Kandy,7.29659,80.63844,"170, D. S. Senanayaka Street, Kandy"
559,3,148,2,9800,Kandy,7.29659,80.63844,"19, Colombo Rd, Kandy"
560,1,169,3,7800,Kandy,7.29659,80.63844,"64/6, Yatinuwara Street, Kandy"
561,2,168,3,4500,Kandy,7.29659,80.63844,"58/5A, Doluwa Rd, Hindagala, Peradeniya"
562,3,165,2,6500,Kandy,7.29659,80.63844,"178,Kotugodella Rd, Kandy"
563,2,167,3,4800,Kandy,7.29659,80.63844,"No 159, D.S senanayake Vidiya,Kandy"
564,3,158,3,9800,Kandy,7.29659,80.63844,"No 417,Ogasta Estate,Dangolla,Kandy"
565,3,156,3,4600,Kandy,7.29659,80.63844,"No 343A,Peradeniya Rd, Kandy"
566,1,147,2,6500,Kandy,7.29659,80.63844,"Wijaya Sewana, Niketenna, Panvila"
567,2,159,2,6300,Kandy,7.29659,80.63844,"14/9,Old Town,Digana,Rajawella"
568,3,156,2,5600,Kandy,7.29659,80.63844,"1570/1, New Town, Digana, Rajawella"
569,2,158,3,12000,Kandy,7.29659,80.63844,"5, Digana, Rajawella"
570,2,146,2,50000,Kandy,7.29659,80.63844,"22/1, Theldeniya Rd, Manikhinna"
571,3,165,2,40000,Kandy,7.29659,80.63844,"67/20A, Naththaranthapotha, Kundasale"
572,1,158,3,65000,Kandy,7.29659,80.63844,"24, Old Town, Teldeniya Rd, Digana,
Rajawella"
573,1,146,3,7800,Kandy,7.29659,80.63844,"7,Theldeniya Rd, Menikhinna"
574,1,159,2,9800,Kandy,7.29659,80.63844,"580,Balagolla,Kengalla"
575,2,190,2,5500,Kandy,7.29659,80.63844,"3/5, Nathtarampetha, Kundasale"
576,3,187,3,5800,Kandy,7.29659,80.63844,"52/1, Kandy Rd,Menikhinna, Kandy"
577,1,186,2,36000,Kandy,7.29659,80.63844,"38/B/6,Pallekele,Gammudawa, Kundasale"
578,2,158,2,4500,Kandy,7.29659,80.63844,"17/G, Maberiyathenna Rd, Digana,
Rajawella"
579,1,148,2,9800,Kandy,7.29659,80.63844,"1570/1,New Town, Digana, Rajawella"
580,3,156,3,4700,Kandy,7.29659,80.63844,"29/A, Mahiyanganaya Rd, Meda
mahanuwara"
581,3,147,2,5800,Kandy,7.29659,80.63844,"Kandy Rd,Theldeniya"
582,3,159,3,6900,Kandy,7.29659,80.63844,"26/4, Theldeniya National School Rd,
Theldeniya"
583,2,126,2,4800,Kandy,7.29659,80.63844,"27,28 New Town Theldeniya"
